gene,gene_type,log2FC_g0_minus_g1,t,p,abs_t
RN7SKP178,misc_RNA,-1.666713,-35.70481,0.0,35.70481
RN7SL660P,misc_RNA,-2.9426684,-35.68164,0.0,35.68164
TMEM258,protein_coding,1.7268205,35.661522,0.0,35.661522
AKT1S1,protein_coding,2.2310033,35.597195,0.0,35.597195
RPS2P7,processed_pseudogene,2.2931015,35.56596,0.0,35.56596
RNF167,protein_coding,1.7158694,35.402924,0.0,35.402924
PRCC,protein_coding,1.8938808,35.383575,0.0,35.383575
PFDN1,protein_coding,1.5119963,35.363384,0.0,35.363384
AC021074.1,processed_pseudogene,2.0053902,35.35425,0.0,35.35425
NRSN2,protein_coding,2.1858425,35.338123,0.0,35.338123
PCBP2,protein_coding,2.0256286,35.23199,0.0,35.23199
AC090772.4,TEC,2.015778,35.155155,0.0,35.155155
RAC1,protein_coding,2.0778966,35.1397,0.0,35.1397
RNU6-42P,snRNA,-3.1292415,-35.06038,0.0,35.06038
RN7SL555P,misc_RNA,-3.155462,-35.011528,0.0,35.011528
PFN1,protein_coding,1.9137979,34.992085,0.0,34.992085
RN7SL643P,misc_RNA,-2.5850525,-34.9534,0.0,34.9534
EMC7,protein_coding,2.1203442,34.919537,0.0,34.919537
ATP6V0E1P1,processed_pseudogene,-2.9572227,-34.90346,0.0,34.90346
RN7SL563P,misc_RNA,-3.2029357,-34.900257,0.0,34.900257
BRK1,protein_coding,1.8309398,34.893738,0.0,34.893738
RNU4-1,snRNA,-6.457634,-34.86331,0.0,34.86331
AC008038.1,processed_pseudogene,2.372438,34.84278,0.0,34.84278
NDUFB4,protein_coding,1.7012024,34.831993,0.0,34.831993
EEFSEC,protein_coding,2.0411358,34.80349,0.0,34.80349
UBE2A,protein_coding,1.8648162,34.80282,0.0,34.80282
RN7SL43P,misc_RNA,-2.4410074,-34.77969,0.0,34.77969
Metazoa_SRP,misc_RNA,-2.512965,-34.752453,0.0,34.752453
RNU6ATAC,snRNA,-3.7082963,-34.74021,0.0,34.74021
NAA60,protein_coding,1.9467237,34.732094,0.0,34.732094
PRRT1,protein_coding,2.5041294,34.731766,0.0,34.731766
FKBP1C,protein_coding,1.7134645,34.705063,0.0,34.705063
RNU6-13P,snRNA,-2.9157076,-34.69298,0.0,34.69298
RTL8C,protein_coding,1.9577165,34.681015,0.0,34.681015
C11orf68,protein_coding,1.747138,34.64959,0.0,34.64959
RPL18AP3,processed_pseudogene,3.10708,34.57844,0.0,34.57844
AC087749.2,lncRNA,-2.6337056,-34.570538,0.0,34.570538
RNU6-1,snRNA,-3.6040738,-34.548218,0.0,34.548218
OAZ2,protein_coding,1.8447089,34.49189,0.0,34.49189
CUTA,protein_coding,1.7032428,34.453556,0.0,34.453556
PRR14,protein_coding,2.1442845,34.432755,0.0,34.432755
RN7SL143P,misc_RNA,-2.1267002,-34.4159,0.0,34.4159
AC109326.1,TEC,-3.565271,-34.373844,0.0,34.373844
RN7SL803P,misc_RNA,-3.23647,-34.371727,0.0,34.371727
AC020899.1,processed_pseudogene,1.6420343,34.37004,0.0,34.37004
AL136320.1,lncRNA,-3.267256,-34.36305,0.0,34.36305
RPL12P4,processed_pseudogene,2.3484838,34.355576,0.0,34.355576
RNVU1-15,snRNA,-3.971551,-34.354942,0.0,34.354942
AP005131.5,lncRNA,-3.3634129,-34.3422,0.0,34.3422
CLPP,protein_coding,1.9541831,34.341534,0.0,34.341534
VEGFB,protein_coding,1.9416208,34.34107,0.0,34.34107
STMP1,protein_coding,2.3049536,34.33299,0.0,34.33299
GCSHP5,processed_pseudogene,2.1613245,34.3275,0.0,34.3275
AC003080.1,processed_pseudogene,-2.5759668,-34.31473,0.0,34.31473
AC002558.2,lncRNA,-1.8500508,-34.255486,0.0,34.255486
Metazoa_SRP,misc_RNA,-1.6640068,-34.25352,0.0,34.25352
AGPAT1,protein_coding,2.2281651,34.244534,0.0,34.244534
CTXN1,protein_coding,3.6466675,34.206154,0.0,34.206154
RN7SL434P,misc_RNA,-1.9040579,-34.203472,0.0,34.203472
C19orf53,protein_coding,1.8024731,34.18143,0.0,34.18143
KDELR1,protein_coding,2.1371412,34.161587,0.0,34.161587
CFL1,protein_coding,1.790369,34.14265,0.0,34.14265
RN7SL37P,misc_RNA,-2.1444829,-34.124393,0.0,34.124393
OCEL1,protein_coding,1.8615491,34.089535,0.0,34.089535
KRT18P31,processed_pseudogene,-2.3860257,-34.074875,0.0,34.074875
AL390728.6,lncRNA,2.5006475,34.04633,0.0,34.04633
GNG5,protein_coding,2.1722274,34.04604,0.0,34.04604
AC005912.1,processed_pseudogene,2.4512725,33.95241,0.0,33.95241
SNORA80E,snoRNA,-2.7113466,-33.92012,0.0,33.92012
SNORD3A,snoRNA,-5.4146123,-33.91453,0.0,33.91453
PRR13,protein_coding,1.7433462,33.89447,0.0,33.89447
NOB1,protein_coding,1.9280782,33.878525,0.0,33.878525
HMGN2P4,processed_pseudogene,2.173549,33.865974,0.0,33.865974
CDK2AP2,protein_coding,1.8205743,33.82067,0.0,33.82067
MT2P1,processed_pseudogene,3.8292377,33.809067,0.0,33.809067
CSNK1D,protein_coding,2.0706935,33.80673,0.0,33.80673
PFDN2,protein_coding,2.0476303,33.79305,0.0,33.79305
RN7SL394P,misc_RNA,-3.4901462,-33.786,0.0,33.786
AC007496.2,lncRNA,-2.441665,-33.781673,0.0,33.781673
PSMC5,protein_coding,1.9290295,33.73961,0.0,33.73961
MAGOH,protein_coding,1.9271078,33.73536,0.0,33.73536
MIR5692C2,miRNA,-3.7046247,-33.708717,0.0,33.708717
ATIC,protein_coding,2.212782,33.69729,0.0,33.69729
RN7SL344P,misc_RNA,-2.0818322,-33.654835,0.0,33.654835
FTH1P12,processed_pseudogene,2.2857313,33.52412,0.0,33.52412
PNKD,protein_coding,1.3877025,33.513176,0.0,33.513176
ARPC1A,protein_coding,1.7324564,33.473995,0.0,33.473995
ZNF706,protein_coding,2.123841,33.460964,0.0,33.460964
TMEM120A,protein_coding,1.8962121,33.430546,0.0,33.430546
RAP1A,protein_coding,1.8517423,33.40734,0.0,33.40734
RNA5SP20,rRNA_pseudogene,-2.9040933,-33.39797,0.0,33.39797
FTH1P23,processed_pseudogene,2.4555635,33.38696,0.0,33.38696
SORBS3,protein_coding,2.3162148,33.35962,0.0,33.35962
RNF26,protein_coding,2.2619615,33.35251,0.0,33.35251
SNORA30,snoRNA,-2.5561118,-33.32582,0.0,33.32582
NDUFA8,protein_coding,1.7421455,33.277573,0.0,33.277573
MCOLN1,protein_coding,1.8897083,33.272167,0.0,33.272167
NME4,protein_coding,1.8815694,33.256184,0.0,33.256184
AC007431.3,TEC,-2.915999,-33.245827,0.0,33.245827
FO393419.2,lncRNA,-2.2596972,-33.24119,0.0,33.24119
FUS,protein_coding,3.113833,33.23336,0.0,33.23336
HCFC1R1,protein_coding,1.9519439,33.208336,0.0,33.208336
RN7SL174P,misc_RNA,-2.2899525,-33.20684,0.0,33.20684
USF2,protein_coding,1.8272943,33.189926,0.0,33.189926
MRPL4,protein_coding,1.6371641,33.1888,0.0,33.1888
ZNF358,protein_coding,2.1224608,33.179226,0.0,33.179226
WBP2,protein_coding,2.1769528,33.175728,0.0,33.175728
UFC1,protein_coding,1.6362834,33.130043,0.0,33.130043
RN7SL370P,misc_RNA,-2.0834134,-33.119106,0.0,33.119106
RPS29P22,processed_pseudogene,-2.366697,-33.109394,0.0,33.109394
ZNF703,protein_coding,2.6911383,33.095318,0.0,33.095318
COMMD7,protein_coding,1.8337526,33.059452,0.0,33.059452
RN7SL712P,misc_RNA,-2.2091691,-33.045116,0.0,33.045116
RN7SKP237,misc_RNA,-1.9403554,-33.02819,0.0,33.02819
RN7SL464P,misc_RNA,-1.7352159,-33.02386,0.0,33.02386
CHRAC1,protein_coding,1.9137459,33.015617,0.0,33.015617
CRTC2,protein_coding,1.9983141,33.003456,0.0,33.003456
HNRNPA3P5,processed_pseudogene,2.0650792,33.00133,0.0,33.00133
RPL29P14,processed_pseudogene,-2.7135413,-32.977425,0.0,32.977425
TMEM179B,protein_coding,1.6186767,32.962685,0.0,32.962685
MYPOP,protein_coding,1.9621849,32.920986,0.0,32.920986
TMEM14EP,transcribed_processed_pseudogene,-2.504637,-32.91983,0.0,32.91983
RPL30,protein_coding,1.9521203,32.878513,0.0,32.878513
NHP2,protein_coding,1.7058206,32.8524,0.0,32.8524
RN7SL827P,misc_RNA,-2.8684344,-32.841713,0.0,32.841713
RN7SKP234,misc_RNA,-3.2844713,-32.841373,0.0,32.841373
MMP24OS,protein_coding,2.0685902,32.8308,0.0,32.8308
U3,snoRNA,-4.029476,-32.81753,0.0,32.81753
DAP,protein_coding,1.9459085,32.805164,0.0,32.805164
ALG3,protein_coding,1.8815687,32.792824,0.0,32.792824
SNORD71,snoRNA,-3.1069868,-32.75105,0.0,32.75105
SLC25A6,protein_coding,2.3411417,32.746086,0.0,32.746086
AC138305.3,TEC,1.8296833,32.73421,0.0,32.73421
SNHG6,lncRNA,2.2824106,32.721863,0.0,32.721863
RN7SKP271,misc_RNA,-2.7349567,-32.707767,0.0,32.707767
MIR5190,miRNA,-3.5937877,-32.691555,0.0,32.691555
Metazoa_SRP,misc_RNA,-1.9712743,-32.688515,0.0,32.688515
NUDT9,protein_coding,1.7243392,32.683853,0.0,32.683853
RNU6-6P,snRNA,-3.328843,-32.657104,0.0,32.657104
DPM3,protein_coding,2.0816207,32.643467,0.0,32.643467
ANP32B,protein_coding,2.6570506,32.63495,0.0,32.63495
RPL6P27,transcribed_processed_pseudogene,2.3006842,32.593273,0.0,32.593273
DPY30,protein_coding,1.630846,32.590576,0.0,32.590576
ANAPC11,protein_coding,1.7478223,32.57086,0.0,32.57086
SNRNP27,protein_coding,1.6480598,32.56705,0.0,32.56705
RN7SL197P,misc_RNA,-3.6567266,-32.553974,0.0,32.553974
MRPS2,protein_coding,1.8240156,32.516594,0.0,32.516594
PTGES3P1,processed_pseudogene,3.0023575,32.509914,0.0,32.509914
SPCS2,protein_coding,1.9247708,32.460823,0.0,32.460823
RN7SL764P,misc_RNA,-2.9101648,-32.43634,0.0,32.43634
KRT8P46,processed_pseudogene,-1.9488038,-32.432182,0.0,32.432182
ATP6V1F,protein_coding,1.8214006,32.424206,0.0,32.424206
RN7SL262P,misc_RNA,-2.4552188,-32.40804,0.0,32.40804
H2BC15,protein_coding,-2.7624912,-32.3973,0.0,32.3973
AC079416.2,transcribed_processed_pseudogene,-2.4761515,-32.389244,0.0,32.389244
HNRNPA3P6,processed_pseudogene,2.3760858,32.388065,0.0,32.388065
INO80C,protein_coding,1.5857621,32.37404,0.0,32.37404
ZNF414,protein_coding,2.0135906,32.36311,0.0,32.36311
F8A1,protein_coding,2.6108289,32.356464,0.0,32.356464
RN7SL798P,misc_RNA,-1.6042125,-32.34454,0.0,32.34454
MRPL10,protein_coding,1.5122623,32.3437,0.0,32.3437
RN7SL326P,misc_RNA,-2.3090184,-32.33667,0.0,32.33667
AC134349.1,lncRNA,-2.7442353,-32.332767,0.0,32.332767
MIR1299,miRNA,-3.6687481,-32.32833,0.0,32.32833
EIF1P3,processed_pseudogene,1.8357272,32.3106,0.0,32.3106
YWHAE,protein_coding,1.9945726,32.271797,0.0,32.271797
FTH1P5,processed_pseudogene,2.1813622,32.24406,0.0,32.24406
RN7SL679P,misc_RNA,-3.7633026,-32.223637,0.0,32.223637
PCBP1,protein_coding,1.8294382,32.22038,0.0,32.22038
RN7SL334P,misc_RNA,-1.6317624,-32.190342,0.0,32.190342
H3C8,protein_coding,-4.7308254,-32.17731,0.0,32.17731
MIEN1,protein_coding,1.8094354,32.168304,0.0,32.168304
RN7SKP184,misc_RNA,-2.1090055,-32.16265,0.0,32.16265
RPL14P1,processed_pseudogene,2.342895,32.146835,0.0,32.146835
RN7SL83P,misc_RNA,-2.6780574,-32.133183,0.0,32.133183
H4C8,protein_coding,-3.503167,-32.083042,0.0,32.083042
AKIRIN2,protein_coding,2.1680112,32.080204,0.0,32.080204
AC104984.2,lncRNA,-2.0115936,-32.071907,0.0,32.071907
RRAGA,protein_coding,2.0330606,32.04155,0.0,32.04155
RN7SL582P,misc_RNA,-1.767992,-32.03596,0.0,32.03596
AC087749.1,lncRNA,-2.370479,-32.009235,0.0,32.009235
RN7SL210P,misc_RNA,-2.5389729,-31.975082,0.0,31.975082
RNA5SP493,rRNA_pseudogene,-2.986939,-31.97218,0.0,31.97218
Y_RNA,misc_RNA,-2.9240682,-31.957441,0.0,31.957441
RAB13,protein_coding,2.4597049,31.956213,0.0,31.956213
SUMO3,protein_coding,1.6888895,31.93128,0.0,31.93128
PMM1,protein_coding,1.6428468,31.92361,0.0,31.92361
RN7SL285P,misc_RNA,-2.457411,-31.917295,0.0,31.917295
AC105129.1,processed_pseudogene,-2.193451,-31.906406,0.0,31.906406
PCGF2,protein_coding,2.5128484,31.891638,0.0,31.891638
RN7SL788P,misc_RNA,-1.3648398,-31.863447,0.0,31.863447
SLC35A4,protein_coding,2.014925,31.812902,0.0,31.812902
RN7SKP130,misc_RNA,-1.6839288,-31.809263,0.0,31.809263
AC073861.1,processed_pseudogene,2.463375,31.805784,0.0,31.805784
ATP5F1D,protein_coding,1.9181566,31.786213,0.0,31.786213
Z68871.1,lncRNA,-2.0400953,-31.783428,0.0,31.783428
FAM50A,protein_coding,1.9468193,31.781286,0.0,31.781286
AC022973.2,processed_pseudogene,-1.8997768,-31.777224,0.0,31.777224
HSPB1P2,processed_pseudogene,1.9607348,31.774643,0.0,31.774643
PPP1R11,protein_coding,1.7758965,31.767569,0.0,31.767569
HNRNPA1P48,protein_coding,2.2487822,31.763918,0.0,31.763918
PEX11B,protein_coding,1.6062546,31.730324,0.0,31.730324
DSTN,protein_coding,2.0209708,31.664412,0.0,31.664412
RN7SL683P,misc_RNA,-2.503936,-31.62436,0.0,31.62436
CD81,protein_coding,1.8839641,31.617407,0.0,31.617407
LSM3,protein_coding,1.7200046,31.601786,0.0,31.601786
MLST8,protein_coding,1.7655067,31.57769,0.0,31.57769
TMPPE,protein_coding,-2.024866,-31.568184,0.0,31.568184
CDK2AP1,protein_coding,2.2714972,31.540714,0.0,31.540714
RN7SL328P,misc_RNA,-2.6457427,-31.528864,0.0,31.528864
ELOF1,protein_coding,1.5833611,31.509884,0.0,31.509884
RN7SL749P,misc_RNA,-2.0221174,-31.501959,0.0,31.501959
Y_RNA,misc_RNA,-3.2210958,-31.475145,0.0,31.475145
RN7SL604P,misc_RNA,-1.5000652,-31.44332,0.0,31.44332
ERG28,protein_coding,2.0649104,31.441986,0.0,31.441986
RN7SL218P,misc_RNA,-2.2138834,-31.413942,0.0,31.413942
MARK2P8,processed_pseudogene,-2.3301778,-31.412518,0.0,31.412518
AF131215.1,processed_pseudogene,-2.7680407,-31.40146,0.0,31.40146
RN7SL231P,misc_RNA,-2.0945146,-31.377363,0.0,31.377363
AC090498.1,processed_pseudogene,2.6255016,31.357243,0.0,31.357243
FTH1P20,processed_pseudogene,2.4284832,31.338099,0.0,31.338099
RPL22P1,processed_pseudogene,2.3370948,31.327997,0.0,31.327997
SRP14,protein_coding,2.1279244,31.30504,0.0,31.30504
RN7SL239P,misc_RNA,-2.3758206,-31.302536,0.0,31.302536
AC098590.1,processed_pseudogene,0.8867847,31.281612,0.0,31.281612
RPL3,protein_coding,1.8156524,31.262897,0.0,31.262897
RN7SKP268,misc_RNA,-1.8537748,-31.246288,0.0,31.246288
MYD88,protein_coding,2.2180774,31.187819,0.0,31.187819
ZNF385A,protein_coding,3.0245109,31.183144,0.0,31.183144
JAGN1,protein_coding,1.5257916,31.175797,0.0,31.175797
BMP2KL,processed_pseudogene,-2.5329995,-31.17361,0.0,31.17361
HM13,protein_coding,1.7195592,31.173512,0.0,31.173512
NBEAL1,protein_coding,-2.160551,-31.16866,0.0,31.16866
LAPTM4A,protein_coding,2.2014742,31.15643,0.0,31.15643
COX6B1,protein_coding,1.570343,31.15216,0.0,31.15216
SLC25A5,protein_coding,1.8129807,31.149855,0.0,31.149855
PFN1P1,processed_pseudogene,1.9116957,31.1388,0.0,31.1388
RPS29P3,processed_pseudogene,2.385724,31.128542,0.0,31.128542
RN7SL8P,misc_RNA,-2.2660866,-31.125727,0.0,31.125727
POLR2J,protein_coding,1.69308,31.113619,0.0,31.113619
RNU1-1,snRNA,-4.832512,-31.107498,0.0,31.107498
WBP1P2,processed_pseudogene,1.5189524,31.083672,0.0,31.083672
RPL27,protein_coding,2.107924,31.07862,0.0,31.07862
SCAMP4,protein_coding,2.1128626,31.056007,0.0,31.056007
RAB1A,protein_coding,1.982564,31.052927,0.0,31.052927
TPP1,protein_coding,2.73244,31.04546,0.0,31.04546
UBE2D1,protein_coding,1.9736328,31.020597,0.0,31.020597
ATP5MC2,protein_coding,1.5040131,31.015614,0.0,31.015614
RPL8,protein_coding,1.980258,31.015455,0.0,31.015455
DAZAP2,protein_coding,1.6891141,31.004034,0.0,31.004034
BCL2L1-AS1,lncRNA,-2.7804005,-30.992865,0.0,30.992865
RN7SKP95,misc_RNA,-1.838917,-30.98856,0.0,30.98856
FAM104B,protein_coding,1.6207714,30.978363,0.0,30.978363
AL627311.1,processed_pseudogene,-2.797659,-30.971916,0.0,30.971916
PSMB2,protein_coding,1.6464777,30.96984,0.0,30.96984
RN7SL338P,misc_RNA,-2.729555,-30.964031,0.0,30.964031
RN7SL530P,misc_RNA,-1.353651,-30.958178,0.0,30.958178
ARPC5L,protein_coding,1.8081958,30.954567,0.0,30.954567
GNB2,protein_coding,1.8767977,30.93977,0.0,30.93977
ATP5IF1,protein_coding,1.5650105,30.93694,0.0,30.93694
ARF1,protein_coding,1.5741367,30.923487,0.0,30.923487
PPP3R1,protein_coding,1.8325448,30.914238,0.0,30.914238
LAMTOR1,protein_coding,1.481009,30.899382,0.0,30.899382
TMEM128,protein_coding,1.799479,30.898088,0.0,30.898088
PHBP12,processed_pseudogene,-2.1151211,-30.870674,0.0,30.870674
RN7SKP25,misc_RNA,-2.0772245,-30.866306,0.0,30.866306
GORASP2,protein_coding,1.7535734,30.851143,0.0,30.851143
SNRPF,protein_coding,1.8685555,30.845692,0.0,30.845692
MTCO2P2,processed_pseudogene,2.9819777,30.837906,0.0,30.837906
STX16,protein_coding,2.1353006,30.833557,0.0,30.833557
SNORA80D,snoRNA,-3.1758697,-30.822552,0.0,30.822552
RN7SL18P,misc_RNA,-5.1609674,-30.808922,0.0,30.808922
RNU4-2,snRNA,-6.3700767,-30.78537,0.0,30.78537
AC131235.1,processed_pseudogene,2.0954936,30.77069,0.0,30.77069
RNU1-67P,snRNA,-2.909933,-30.765965,0.0,30.765965
RN7SKP186,misc_RNA,-1.2060513,-30.746065,0.0,30.746065
USE1,protein_coding,1.641191,30.733957,0.0,30.733957
ANKRD36C,protein_coding,-2.582927,-30.7337,0.0,30.7337
GADD45GIP1,protein_coding,1.8230782,30.728617,0.0,30.728617
RN7SL692P,misc_RNA,-3.1678085,-30.721155,0.0,30.721155
SMYD3-IT1,lncRNA,-2.4871695,-30.720835,0.0,30.720835
AC015849.4,lncRNA,-2.0882556,-30.72057,0.0,30.72057
Metazoa_SRP,misc_RNA,-1.9766839,-30.699629,0.0,30.699629
ATF5,protein_coding,2.5493717,30.695316,0.0,30.695316
FUNDC1,protein_coding,1.7707767,30.687338,0.0,30.687338
RN7SL454P,misc_RNA,-2.2494571,-30.687078,0.0,30.687078
PSMC1P1,processed_pseudogene,1.6589246,30.68046,0.0,30.68046
SRSF2,protein_coding,1.863039,30.670225,0.0,30.670225
CCDC85B,protein_coding,2.2299972,30.657188,0.0,30.657188
RN7SL172P,misc_RNA,-2.795238,-30.639776,0.0,30.639776
RPL19P21,processed_pseudogene,1.4777825,30.623682,0.0,30.623682
RN7SL587P,misc_RNA,-3.9617448,-30.623005,0.0,30.623005
GTF2A2,protein_coding,1.8354695,30.607777,0.0,30.607777
CSNK2B,protein_coding,1.453862,30.607525,0.0,30.607525
Y_RNA,misc_RNA,-2.9122097,-30.607058,0.0,30.607058
RPL7AP50,processed_pseudogene,1.9889135,30.603098,0.0,30.603098
AL121952.1,processed_pseudogene,-2.2168536,-30.598297,0.0,30.598297
RN7SKP174,misc_RNA,-1.7122815,-30.582676,0.0,30.582676
AC003989.2,processed_pseudogene,-2.9290369,-30.521578,0.0,30.521578
COA6,protein_coding,1.7292902,30.512323,0.0,30.512323
THOC7,protein_coding,1.5885205,30.510687,0.0,30.510687
GET1,protein_coding,1.9305074,30.500462,0.0,30.500462
IFITM3P2,processed_pseudogene,2.3968153,30.4888,0.0,30.4888
PSMD10P1,processed_pseudogene,-2.7823231,-30.48237,0.0,30.48237
RNU7-194P,snRNA,-3.6285698,-30.477278,0.0,30.477278
IDH3G,protein_coding,1.5942864,30.457462,0.0,30.457462
ZNF865,protein_coding,2.3168848,30.44956,0.0,30.44956
PRELID1P5,processed_pseudogene,1.298923,30.446135,0.0,30.446135
TCEAL4,protein_coding,2.0278816,30.445736,0.0,30.445736
PCNP,protein_coding,1.9485388,30.43675,0.0,30.43675
Y_RNA,misc_RNA,-2.9714496,-30.435366,0.0,30.435366
AC007533.1,lncRNA,-1.88863,-30.406328,0.0,30.406328
RN7SL395P,misc_RNA,-2.232483,-30.398264,0.0,30.398264
RPS3P2,processed_pseudogene,-1.9150671,-30.391514,0.0,30.391514
AP003086.2,lncRNA,-2.3827174,-30.387918,0.0,30.387918
RPLP2,protein_coding,1.6458454,30.384575,0.0,30.384575
SCARNA9,lncRNA,-2.8230715,-30.376005,0.0,30.376005
FN3K,protein_coding,2.2344725,30.365868,0.0,30.365868
PIANP,protein_coding,3.520911,30.356092,0.0,30.356092
EPN1,protein_coding,1.8934445,30.35377,0.0,30.35377
MRFAP1,protein_coding,2.0706153,30.350752,0.0,30.350752
ARMC7,protein_coding,1.5454557,30.339874,0.0,30.339874
MTND1P23,unprocessed_pseudogene,4.512575,30.33873,0.0,30.33873
AP005131.4,lncRNA,-2.4262016,-30.335674,0.0,30.335674
PIMREGP4,processed_pseudogene,-2.0606356,-30.315792,0.0,30.315792
RN7SKP98,misc_RNA,-2.185148,-30.30928,0.0,30.30928
AC139451.1,processed_pseudogene,-2.3433936,-30.303476,0.0,30.303476
ZBTB20-AS1,lncRNA,-2.4570312,-30.292408,0.0,30.292408
AC004945.1,processed_pseudogene,-2.2466402,-30.273512,0.0,30.273512
AP2S1,protein_coding,1.6067281,30.262875,0.0,30.262875
CHCHD5,protein_coding,1.4923387,30.253132,0.0,30.253132
NLGN1-AS1,lncRNA,-3.260949,-30.246332,0.0,30.246332
MIR575,miRNA,-3.3776147,-30.239798,0.0,30.239798
AP005131.1,lncRNA,-2.2693648,-30.22609,0.0,30.22609
CCDC86,protein_coding,1.6829939,30.2209,0.0,30.2209
PFDN6,protein_coding,1.4506183,30.215273,0.0,30.215273
AC073413.2,processed_pseudogene,-3.0279822,-30.210249,0.0,30.210249
TMEM11,protein_coding,1.4273558,30.207891,0.0,30.207891
RN7SL543P,misc_RNA,-3.0984094,-30.203526,0.0,30.203526
RAB1C,processed_pseudogene,1.46634,30.188622,0.0,30.188622
AC106820.1,processed_pseudogene,1.8286391,30.183197,0.0,30.183197
NDUFAF3,protein_coding,1.5994434,30.180387,0.0,30.180387
MTND5P11,processed_pseudogene,2.3323457,30.179628,0.0,30.179628
RPL24P4,processed_pseudogene,2.1482778,30.17709,0.0,30.17709
PDRG1,protein_coding,1.7129726,30.173548,0.0,30.173548
SCGB1B2P,lncRNA,1.9583526,30.167706,0.0,30.167706
H1-2,protein_coding,-3.5844789,-30.155533,0.0,30.155533
TBCA,protein_coding,1.795279,30.151718,0.0,30.151718
FKBP1A,protein_coding,1.7792892,30.146338,0.0,30.146338
NDUFB4P6,processed_pseudogene,-1.9409765,-30.129713,0.0,30.129713
CIB1,protein_coding,1.6350875,30.129654,0.0,30.129654
GNAS,protein_coding,2.4024453,30.12741,0.0,30.12741
MRPL45,protein_coding,1.6045909,30.126795,0.0,30.126795
RN7SL181P,misc_RNA,-2.831158,-30.120567,0.0,30.120567
COX16,protein_coding,1.6872219,30.100487,0.0,30.100487
EEF1A1P17,processed_pseudogene,1.4180405,30.09345,0.0,30.09345
RN7SL517P,misc_RNA,-2.0887177,-30.086433,0.0,30.086433
SNX3,protein_coding,2.1352677,30.078545,0.0,30.078545
FAM189B,protein_coding,1.9391611,30.075514,0.0,30.075514
AC022973.4,lncRNA,-2.1727595,-30.072899,0.0,30.072899
ZNF213,protein_coding,1.9194093,30.06938,0.0,30.06938
RPL7AP65,processed_pseudogene,-1.7744316,-30.052166,0.0,30.052166
MKRN5P,processed_pseudogene,-2.5047278,-30.049246,0.0,30.049246
RN7SL600P,misc_RNA,-2.9015155,-30.044525,0.0,30.044525
RPS2P15,processed_pseudogene,-1.8042107,-30.03056,0.0,30.03056
AC053527.1,snoRNA,-2.9534776,-30.019312,0.0,30.019312
BCAP31,protein_coding,1.4287724,30.003088,0.0,30.003088
C1orf43,protein_coding,1.4751892,30.001785,0.0,30.001785
SNORD105B,snoRNA,-2.4454644,-29.996925,0.0,29.996925
AC092139.1,TEC,-2.3379269,-29.992044,0.0,29.992044
SCAMP3,protein_coding,1.7391696,29.985592,0.0,29.985592
MRPL34,protein_coding,1.5303116,29.953148,0.0,29.953148
DYNLRB1,protein_coding,1.4304988,29.941671,0.0,29.941671
DNTTIP1,protein_coding,1.539619,29.931389,0.0,29.931389
COMMD6,protein_coding,1.9578261,29.93075,0.0,29.93075
RRAS,protein_coding,2.4225655,29.928421,0.0,29.928421
RAB1B,protein_coding,1.5270572,29.923603,0.0,29.923603
LINC02604,lncRNA,2.6232376,29.923422,0.0,29.923422
RPL10P16,processed_pseudogene,1.9471776,29.92047,0.0,29.92047
NDUFC1,protein_coding,1.4989586,29.867228,0.0,29.867228
C20orf96,protein_coding,2.3244538,29.841816,0.0,29.841816
PDZD11,protein_coding,1.4279351,29.829462,0.0,29.829462
AL353662.2,pseudogene,-2.0801377,-29.826553,0.0,29.826553
BTF3,protein_coding,1.6171341,29.822357,0.0,29.822357
ATP5PD,protein_coding,1.44029,29.820734,0.0,29.820734
ASH2L,protein_coding,1.5374243,29.818338,0.0,29.818338
TLE5,protein_coding,2.1151018,29.817526,0.0,29.817526
RN7SKP93,misc_RNA,-1.6402599,-29.80046,0.0,29.80046
PSMD10,protein_coding,1.5356779,29.783636,0.0,29.783636
AC092967.1,processed_pseudogene,-2.5647686,-29.741577,0.0,29.741577
SF3A2,protein_coding,2.3754215,29.741335,0.0,29.741335
AL117340.1,unprocessed_pseudogene,-2.7364063,-29.73815,0.0,29.73815
HMGN2P5,processed_pseudogene,2.3082886,29.73161,0.0,29.73161
RBPMS2,protein_coding,2.3013923,29.714739,0.0,29.714739
UCP2,protein_coding,2.9934049,29.713524,0.0,29.713524
LINC01278,lncRNA,1.5740849,29.70277,0.0,29.70277
XIAP-AS1,lncRNA,-2.099693,-29.686914,0.0,29.686914
RNU6-7,snRNA,-2.754694,-29.665295,0.0,29.665295
OST4,protein_coding,1.5269818,29.648497,0.0,29.648497
AL590632.1,processed_pseudogene,-2.3249264,-29.647871,0.0,29.647871
CISD3,protein_coding,1.5058479,29.645191,0.0,29.645191
NDUFS6,protein_coding,1.6654778,29.63264,0.0,29.63264
AL049830.4,processed_pseudogene,-2.5523775,-29.622211,0.0,29.622211
GPR137,protein_coding,1.8972044,29.620224,0.0,29.620224
DEDD,protein_coding,1.5969796,29.613483,0.0,29.613483
AC016590.2,lncRNA,-2.8548064,-29.60898,0.0,29.60898
MIR1244-2,miRNA,3.656746,29.607512,0.0,29.607512
CCDC107,protein_coding,1.7823846,29.601046,0.0,29.601046
CCDC92,protein_coding,1.8972075,29.568039,0.0,29.568039
