variant,gene_set,n_pcs,algorithm,k,silhouette,calinski_harabasz,davies_bouldin,batch_ARI,BioValidity_ARI,BioValidity_NMI,min_cluster_size,size_balance,cluster_sizes
V3,MAD_1000_PC,8,Spectral,5,0.1539,59.0,1.6524,0.0005,0.2479,0.3521,45,0.469,"76,63,48,45,96"
V3,MAD_1000_PC,8,Spectral,6,0.1422,52.2,1.7464,-0.0007,0.2483,0.3405,34,0.41,"59,34,46,51,83,55"
V3,MAD_1000_PC,8,Spectral,7,0.141,47.9,1.7183,-0.0006,0.2258,0.3513,29,0.42,"48,54,69,29,43,31,54"
V3,MAD_1000_PC,10,KMeans,3,0.1608,71.2,1.9223,-0.0037,0.3288,0.3346,93,0.721,"93,129,106"
V3,MAD_1000_PC,10,KMeans,4,0.1482,61.3,1.7917,-0.0002,0.2389,0.2851,63,0.529,"63,83,63,119"
V3,MAD_1000_PC,10,KMeans,5,0.153,57.3,1.7661,0.0024,0.316,0.345,58,0.784,"74,73,64,59,58"
V3,MAD_1000_PC,10,KMeans,6,0.1491,52.0,1.7684,-0.0023,0.3168,0.3649,43,0.632,"49,68,43,45,65,58"
V3,MAD_1000_PC,10,KMeans,7,0.146,47.8,1.7677,0.0027,0.3381,0.3878,24,0.407,"32,55,53,58,47,24,59"
V3,MAD_1000_PC,10,Ward,3,0.1333,56.6,2.0012,-0.0005,0.1193,0.1716,52,0.323,"115,161,52"
V3,MAD_1000_PC,10,Ward,4,0.1277,51.6,1.8303,-0.005,0.1801,0.2763,52,0.323,"161,57,52,58"
V3,MAD_1000_PC,10,Ward,5,0.1203,47.1,1.9958,-0.0018,0.1867,0.2622,41,0.342,"120,57,52,58,41"
V3,MAD_1000_PC,10,Ward,6,0.1192,43.9,1.9893,0.0003,0.2432,0.2922,41,0.641,"57,41,52,58,56,64"
V3,MAD_1000_PC,10,Ward,7,0.1169,41.0,1.8798,0.0011,0.2533,0.304,15,0.234,"41,56,52,58,42,64,15"
V3,MAD_1000_PC,10,GMM,3,0.0898,42.0,2.6205,-0.0047,0.0955,0.1817,56,0.327,"101,56,171"
V3,MAD_1000_PC,10,GMM,4,0.0992,38.0,2.3481,-0.0048,0.2038,0.3068,44,0.253,"174,56,44,54"
V3,MAD_1000_PC,10,GMM,5,0.0852,36.4,2.2612,-0.0042,0.2852,0.335,31,0.279,"59,48,79,31,111"
V3,MAD_1000_PC,10,GMM,6,0.07,34.0,2.4077,-0.0042,0.2148,0.2909,25,0.316,"45,60,65,79,25,54"
V3,MAD_1000_PC,10,Spectral,3,0.1573,67.9,1.9496,-0.0035,0.3362,0.3579,90,0.612,"147,91,90"
V3,MAD_1000_PC,10,Spectral,4,0.1422,57.2,1.8194,-0.0021,0.2262,0.3214,54,0.391,"54,81,138,55"
V3,MAD_1000_PC,10,Spectral,5,0.1414,52.8,1.7396,-0.0004,0.2219,0.3324,35,0.34,"83,103,57,35,50"
V3,MAD_1000_PC,10,Spectral,6,0.1405,46.8,1.8522,0.0001,0.2725,0.3496,35,0.467,"44,62,35,51,61,75"
V3,MAD_1000_PC,10,Spectral,7,0.1355,44.3,1.8511,-0.0029,0.2703,0.3547,33,0.55,"53,60,45,35,33,47,55"
V3,MAD_1000_PC,15,KMeans,3,0.1416,61.3,2.0844,-0.0041,0.3182,0.3378,89,0.664,"105,134,89"
V3,MAD_1000_PC,15,KMeans,4,0.1277,52.2,1.9665,0.0008,0.2277,0.2721,62,0.521,"62,65,82,119"
V3,MAD_1000_PC,15,KMeans,5,0.1332,48.2,1.9352,0.0002,0.3109,0.3409,57,0.76,"75,57,68,61,67"
V3,MAD_1000_PC,15,KMeans,6,0.1252,43.2,1.9926,-0.0026,0.3145,0.3636,34,0.486,"52,65,34,48,59,70"
V3,MAD_1000_PC,15,KMeans,7,0.1283,39.8,1.9312,-0.0023,0.3518,0.416,32,0.516,"62,58,39,34,60,43,32"
V3,MAD_1000_PC,15,Ward,3,0.0949,44.0,2.3726,-0.0052,0.29,0.3218,62,0.383,"162,104,62"
V3,MAD_1000_PC,15,Ward,4,0.0907,40.4,2.2342,-0.0042,0.3606,0.3417,61,0.587,"101,104,62,61"
V3,MAD_1000_PC,15,Ward,5,0.0901,37.0,2.1852,-0.0029,0.3538,0.3552,49,0.471,"104,61,62,52,49"
V3,MAD_1000_PC,15,Ward,6,0.0928,35.5,2.165,-0.0023,0.2913,0.3469,48,0.774,"61,52,62,56,49,48"
V3,MAD_1000_PC,15,Ward,7,0.0834,32.7,2.1301,-0.0023,0.3071,0.3719,30,0.484,"52,49,62,56,31,48,30"
V3,MAD_1000_PC,15,GMM,3,0.0956,41.2,2.5027,0.0011,0.2613,0.28,91,0.628,"92,145,91"
V3,MAD_1000_PC,15,GMM,4,0.0858,39.9,2.4233,-0.0047,0.3306,0.3622,67,0.593,"113,67,80,68"
V3,MAD_1000_PC,15,GMM,5,0.0962,36.8,2.1472,-0.0031,0.3342,0.388,49,0.533,"54,49,52,81,92"
V3,MAD_1000_PC,15,GMM,6,0.0926,34.9,2.1957,-0.0042,0.263,0.3194,37,0.493,"75,38,37,53,70,55"
V3,MAD_1000_PC,15,Spectral,3,0.1389,58.5,2.1043,-0.0044,0.3616,0.3619,89,0.645,"89,101,138"
V3,MAD_1000_PC,15,Spectral,4,0.1237,49.8,1.9946,-0.0011,0.228,0.3119,54,0.406,"61,80,133,54"
V3,MAD_1000_PC,15,Spectral,5,0.1205,44.1,1.9231,-0.0001,0.2252,0.3424,38,0.384,"87,51,99,38,53"
V3,MAD_1000_PC,15,Spectral,6,0.1172,38.4,2.0104,0.0012,0.2611,0.3325,33,0.452,"33,73,67,48,48,59"
V3,MAD_1000_PC,15,Spectral,7,0.1115,36.0,2.0722,-0.0026,0.2626,0.3747,31,0.408,"54,54,76,31,47,31,35"
V3,MAD_1000_PC,20,KMeans,3,0.1317,56.3,2.1858,-0.0043,0.3099,0.3328,89,0.654,"136,89,103"
V3,MAD_1000_PC,20,KMeans,4,0.1164,47.6,2.1075,-0.0012,0.2141,0.2516,67,0.573,"77,117,67,67"
V3,MAD_1000_PC,20,KMeans,5,0.1221,43.7,2.0353,0.0044,0.3236,0.3558,60,0.822,"73,60,63,66,66"
V3,MAD_1000_PC,20,KMeans,6,0.1175,39.2,2.0847,-0.0008,0.3177,0.3656,29,0.403,"63,51,58,55,72,29"
V3,MAD_1000_PC,20,KMeans,7,0.1116,35.5,2.0696,0.0013,0.2863,0.372,32,0.561,"50,49,32,44,46,50,57"
V3,MAD_1000_PC,20,Ward,3,0.1045,44.9,2.2773,-0.0005,0.1956,0.2485,64,0.354,"181,83,64"
V3,MAD_1000_PC,20,Ward,4,0.0985,41.6,2.353,-0.0031,0.1877,0.2262,64,0.66,"83,84,64,97"
V3,MAD_1000_PC,20,Ward,5,0.0849,36.3,2.2379,-0.0021,0.2023,0.2683,33,0.34,"84,97,64,50,33"
V3,MAD_1000_PC,20,Ward,6,0.0836,32.9,2.2322,-0.0025,0.2128,0.3037,33,0.34,"64,97,45,50,33,39"
V3,MAD_1000_PC,20,Ward,7,0.0855,30.6,2.1943,-0.0007,0.2213,0.3398,22,0.227,"97,50,45,22,33,39,42"
V3,MAD_1000_PC,20,GMM,3,0.0948,41.9,2.5229,0.0008,0.231,0.2363,88,0.624,"88,141,99"
V3,MAD_1000_PC,20,GMM,4,0.0983,40.5,2.3366,-0.003,0.3433,0.3383,69,0.704,"69,98,79,82"
V3,MAD_1000_PC,20,GMM,5,0.0968,36.6,2.267,-0.0039,0.3023,0.3232,53,0.726,"73,67,69,66,53"
V3,MAD_1000_PC,20,GMM,7,0.1006,33.4,2.238,0.0012,0.3033,0.3566,20,0.328,"20,43,49,59,55,61,41"
V3,MAD_1000_PC,20,Spectral,3,0.128,54.0,2.1886,-0.0041,0.3423,0.3533,86,0.637,"86,107,135"
V3,MAD_1000_PC,20,Spectral,4,0.1071,44.2,2.2345,-0.0007,0.3142,0.3489,58,0.552,"92,105,73,58"
V3,MAD_1000_PC,20,Spectral,5,0.1134,40.9,2.0154,0.0003,0.2332,0.3398,42,0.433,"42,97,55,82,52"
V3,MAD_1000_PC,20,Spectral,6,0.0968,34.0,2.1729,-0.0003,0.2492,0.3694,30,0.361,"83,72,40,30,49,54"
V3,MAD_1000_PC,20,Spectral,7,0.0974,31.5,2.1835,0.0049,0.2365,0.3633,28,0.406,"42,45,66,28,69,42,36"
V3,MAD_2000_PC,5,KMeans,3,0.2034,99.9,1.6284,-0.0031,0.2688,0.2962,80,0.597,"80,114,134"
V3,MAD_2000_PC,5,KMeans,4,0.1929,89.9,1.6036,-0.0036,0.3208,0.3724,71,0.683,"71,73,104,80"
V3,MAD_2000_PC,5,KMeans,5,0.1925,82.9,1.5485,-0.0027,0.281,0.318,55,0.705,"67,78,55,65,63"
V3,MAD_2000_PC,5,KMeans,6,0.1948,78.0,1.4535,-0.0015,0.3052,0.3446,32,0.5,"59,63,52,64,32,58"
V3,MAD_2000_PC,5,KMeans,7,0.1933,74.4,1.3853,-0.0019,0.2706,0.3391,34,0.667,"51,51,48,45,34,48,51"
V3,MAD_2000_PC,5,Ward,3,0.1813,85.9,1.6815,-0.002,0.1903,0.2301,68,0.425,"160,100,68"
V3,MAD_2000_PC,5,Ward,4,0.1443,74.2,1.787,0.0026,0.1936,0.2128,68,0.68,"100,92,68,68"
V3,MAD_2000_PC,5,Ward,5,0.1467,69.5,1.7325,-0.002,0.2006,0.2286,43,0.467,"92,57,68,68,43"
V3,MAD_2000_PC,5,Ward,6,0.1478,66.3,1.5861,-0.0016,0.2389,0.2599,42,0.618,"57,68,68,42,43,50"
V3,MAD_2000_PC,5,Ward,7,0.1559,62.8,1.4597,-0.0013,0.2489,0.2807,10,0.147,"68,68,47,42,43,50,10"
V3,MAD_2000_PC,5,GMM,3,0.099,47.8,1.8837,-0.0042,0.2372,0.294,52,0.257,"202,74,52"
V3,MAD_2000_PC,5,GMM,4,0.148,60.9,2.0384,-0.0044,0.4236,0.4204,68,0.694,"88,68,98,74"
V3,MAD_2000_PC,5,GMM,5,0.1151,50.8,1.7946,0.0025,0.2353,0.3082,42,0.438,"96,63,42,58,69"
V3,MAD_2000_PC,5,GMM,6,0.1128,48.5,1.7302,-0.0008,0.2648,0.3253,40,0.494,"54,81,40,42,61,50"
V3,MAD_2000_PC,5,GMM,7,0.1169,49.9,1.9055,-0.0004,0.3161,0.3992,27,0.403,"27,51,67,42,54,51,36"
V3,MAD_2000_PC,5,Spectral,3,0.2002,95.7,1.6291,-0.0021,0.2675,0.3003,78,0.538,"105,145,78"
V3,MAD_2000_PC,5,Spectral,4,0.1772,81.9,1.5467,-0.0033,0.3307,0.3526,70,0.673,"76,78,70,104"
V3,MAD_2000_PC,5,Spectral,5,0.1767,76.2,1.5722,-0.0,0.2337,0.3024,43,0.494,"87,50,43,72,76"
V3,MAD_2000_PC,5,Spectral,6,0.1749,71.5,1.487,0.0014,0.2118,0.3008,39,0.565,"52,59,69,46,63,39"
V3,MAD_2000_PC,5,Spectral,7,0.1821,66.3,1.4865,0.0007,0.2536,0.339,25,0.41,"25,60,51,52,42,37,61"
V3,MAD_2000_PC,8,KMeans,3,0.169,77.8,1.869,-0.0031,0.2688,0.2962,80,0.597,"114,80,134"
V3,MAD_2000_PC,8,KMeans,4,0.1611,68.5,1.8509,-0.0044,0.3159,0.3667,69,0.622,"74,74,111,69"
V3,MAD_2000_PC,8,KMeans,5,0.1573,62.1,1.7907,-0.0021,0.3396,0.3709,60,0.833,"69,60,60,67,72"
V3,MAD_2000_PC,8,KMeans,6,0.161,58.3,1.6722,-0.0,0.3522,0.3946,34,0.531,"60,64,34,52,63,55"
V3,MAD_2000_PC,8,KMeans,7,0.1621,54.2,1.5753,0.0016,0.3122,0.3682,33,0.569,"33,36,49,58,51,56,45"
V3,MAD_2000_PC,8,Ward,3,0.1412,63.1,2.014,-0.0042,0.2504,0.2583,83,0.615,"110,135,83"
V3,MAD_2000_PC,8,Ward,4,0.1295,53.5,2.0196,-0.0044,0.2757,0.2942,46,0.341,"135,46,83,64"
V3,MAD_2000_PC,8,Ward,5,0.1177,49.9,1.9244,-0.003,0.3606,0.3546,46,0.554,"83,46,76,64,59"
V3,MAD_2000_PC,8,Ward,6,0.1237,46.8,1.9423,-0.0019,0.3284,0.3531,39,0.513,"76,46,44,64,59,39"
V3,MAD_2000_PC,8,Ward,7,0.1172,44.0,1.8801,-0.0012,0.2696,0.3438,33,0.516,"46,64,44,43,59,39,33"
V3,MAD_2000_PC,8,GMM,3,0.121,55.1,2.2153,-0.004,0.3103,0.3004,84,0.604,"84,105,139"
V3,MAD_2000_PC,8,GMM,4,0.0961,38.3,2.4156,-0.0036,0.2786,0.3399,29,0.177,"67,29,164,68"
V3,MAD_2000_PC,8,GMM,5,0.1115,39.6,2.216,-0.006,0.2355,0.2853,14,0.111,"57,64,67,14,126"
V3,MAD_2000_PC,8,GMM,6,0.1281,47.9,1.8346,-0.001,0.3266,0.3694,19,0.271,"60,70,19,44,70,65"
V3,MAD_2000_PC,8,GMM,7,0.105,39.1,1.9966,-0.001,0.2963,0.3367,27,0.409,"27,54,66,46,30,48,57"
V3,MAD_2000_PC,8,Spectral,3,0.1673,74.3,1.8811,-0.0009,0.2661,0.2966,78,0.538,"78,145,105"
V3,MAD_2000_PC,8,Spectral,4,0.1508,64.8,1.8467,-0.0024,0.3258,0.3754,64,0.646,"80,85,64,99"
V3,MAD_2000_PC,8,Spectral,5,0.145,54.9,1.7489,-0.0006,0.2856,0.3708,47,0.566,"47,48,83,73,77"
V3,MAD_2000_PC,8,Spectral,6,0.1449,53.4,1.7509,0.0001,0.2636,0.3573,42,0.609,"42,69,62,54,54,47"
V3,MAD_2000_PC,8,Spectral,7,0.1341,46.3,1.7212,-0.0011,0.2637,0.3884,26,0.366,"26,50,54,43,52,32,71"
V3,MAD_2000_PC,10,KMeans,3,0.1591,70.9,1.9694,-0.0028,0.2471,0.2795,78,0.586,"78,133,117"
V3,MAD_2000_PC,10,KMeans,4,0.1472,62.1,1.9295,-0.0041,0.3107,0.3741,67,0.644,"84,73,67,104"
V3,MAD_2000_PC,10,KMeans,5,0.1436,55.7,1.8936,-0.0023,0.3448,0.3932,60,0.811,"65,65,74,60,64"
V3,MAD_2000_PC,10,KMeans,6,0.1478,51.7,1.7899,-0.0026,0.3274,0.3673,34,0.479,"57,71,34,61,54,51"
V3,MAD_2000_PC,10,KMeans,7,0.1463,48.2,1.745,-0.0029,0.2698,0.3408,32,0.571,"32,56,50,44,52,43,51"
V3,MAD_2000_PC,10,Ward,3,0.1219,57.0,2.1754,-0.001,0.2518,0.2514,94,0.74,"107,127,94"
V3,MAD_2000_PC,10,Ward,4,0.1202,49.2,2.0835,-0.003,0.2888,0.2868,44,0.346,"127,44,94,63"
V3,MAD_2000_PC,10,Ward,5,0.1005,44.4,1.9921,0.0001,0.3468,0.324,43,0.457,"94,44,84,63,43"
V3,MAD_2000_PC,10,Ward,6,0.1052,42.3,1.923,0.0019,0.3115,0.3127,27,0.321,"84,44,67,63,43,27"
V3,MAD_2000_PC,10,Ward,7,0.1037,39.9,1.9357,0.0032,0.2837,0.3089,27,0.403,"44,29,67,63,43,27,55"
V3,MAD_2000_PC,10,GMM,3,0.0883,38.2,2.4756,-0.0031,0.1992,0.2484,68,0.374,"68,78,182"
V3,MAD_2000_PC,10,GMM,4,0.0973,39.1,2.218,-0.0041,0.3188,0.3543,50,0.388,"74,50,129,75"
V3,MAD_2000_PC,10,GMM,5,0.0849,37.6,2.173,-0.0028,0.3496,0.3835,40,0.388,"74,40,103,53,58"
V3,MAD_2000_PC,10,GMM,6,0.1157,40.8,1.9162,-0.0008,0.3234,0.3405,22,0.278,"22,65,79,24,70,68"
V3,MAD_2000_PC,10,GMM,7,0.1035,32.9,1.9992,-0.0019,0.3289,0.3942,4,0.054,"66,44,49,74,56,35,4"
V3,MAD_2000_PC,10,Spectral,3,0.1572,67.8,1.9571,-0.0018,0.2511,0.296,72,0.48,"72,150,106"
V3,MAD_2000_PC,10,Spectral,4,0.1434,59.2,1.8916,-0.0031,0.2522,0.3444,54,0.422,"54,84,128,62"
V3,MAD_2000_PC,10,Spectral,5,0.1332,49.4,1.856,-0.0017,0.262,0.3515,43,0.506,"43,85,48,76,76"
V3,MAD_2000_PC,10,Spectral,6,0.1311,47.2,1.9262,-0.0018,0.2506,0.3422,41,0.594,"69,62,48,41,58,50"
V3,MAD_2000_PC,10,Spectral,7,0.1284,42.8,1.8666,-0.0003,0.2322,0.3418,32,0.525,"42,47,52,32,44,61,50"
V3,MAD_2000_PC,15,KMeans,3,0.1402,61.8,2.1338,-0.003,0.2621,0.2912,80,0.606,"116,80,132"
V3,MAD_2000_PC,15,KMeans,4,0.1317,53.5,2.0828,-0.0044,0.3348,0.3821,69,0.6,"69,75,115,69"
V3,MAD_2000_PC,15,KMeans,5,0.1276,47.6,2.06,-0.0019,0.3467,0.3775,60,0.857,"70,60,62,70,66"
V3,MAD_2000_PC,15,KMeans,6,0.1296,43.8,1.9676,-0.0018,0.3218,0.3788,37,0.521,"51,61,47,61,37,71"
V3,MAD_2000_PC,15,KMeans,7,0.1247,40.2,1.9243,-0.0012,0.261,0.3304,34,0.618,"46,54,34,49,50,55,40"
V3,MAD_2000_PC,15,Ward,3,0.1248,48.1,2.0144,-0.0041,0.151,0.2469,57,0.279,"204,57,67"
V3,MAD_2000_PC,15,Ward,4,0.1007,43.5,2.2623,0.0051,0.287,0.3314,57,0.435,"131,57,67,73"
V3,MAD_2000_PC,15,Ward,5,0.1002,39.8,2.2687,-0.0001,0.3004,0.3642,39,0.424,"92,57,67,73,39"
V3,MAD_2000_PC,15,Ward,6,0.0998,36.2,2.1794,-0.0018,0.3416,0.3836,39,0.534,"57,73,51,41,39,67"
V3,MAD_2000_PC,15,Ward,7,0.0972,33.8,2.1046,0.0,0.3568,0.3941,22,0.301,"73,41,51,35,39,67,22"
V3,MAD_2000_PC,15,GMM,3,0.0798,34.9,2.5754,-0.0037,0.2538,0.2483,55,0.34,"111,162,55"
V3,MAD_2000_PC,15,GMM,4,0.0536,29.5,2.7881,-0.0021,0.2171,0.2717,49,0.374,"131,49,76,72"
V3,MAD_2000_PC,15,GMM,5,0.0996,38.0,2.1589,-0.0049,0.3569,0.3728,37,0.44,"84,73,60,74,37"
V3,MAD_2000_PC,15,GMM,6,0.1073,38.4,2.0864,-0.0025,0.3623,0.3744,29,0.377,"53,29,63,77,62,44"
V3,MAD_2000_PC,15,Spectral,3,0.1403,59.9,2.1038,-0.0032,0.2818,0.3164,73,0.5,"73,109,146"
V3,MAD_2000_PC,15,Spectral,4,0.1254,51.5,2.1261,-0.0031,0.2908,0.3451,69,0.639,"69,70,108,81"
V3,MAD_2000_PC,15,Spectral,5,0.1175,44.6,2.0429,-0.0004,0.2728,0.3656,41,0.477,"81,63,41,86,57"
V3,MAD_2000_PC,15,Spectral,6,0.1188,40.3,1.9949,0.0011,0.2736,0.3472,31,0.403,"71,32,65,52,31,77"
V3,MAD_2000_PC,15,Spectral,7,0.1155,37.5,1.9172,0.0001,0.2442,0.3356,27,0.386,"32,64,48,43,27,70,44"
V3,MAD_2000_PC,20,KMeans,3,0.1318,57.0,2.2159,-0.0023,0.2441,0.2773,78,0.591,"132,118,78"
V3,MAD_2000_PC,20,KMeans,4,0.1227,49.1,2.18,-0.004,0.3244,0.3673,66,0.569,"66,76,116,70"
V3,MAD_2000_PC,20,KMeans,5,0.117,43.5,2.1626,-0.0024,0.3637,0.3974,63,0.875,"63,72,65,64,64"
V3,MAD_2000_PC,20,KMeans,6,0.12,39.8,2.0941,-0.0009,0.3424,0.3762,29,0.433,"65,67,59,56,52,29"
V3,MAD_2000_PC,20,KMeans,7,0.1146,36.3,1.9858,-0.0,0.2774,0.3292,18,0.327,"18,52,54,55,46,55,48"
V3,MAD_2000_PC,20,Ward,3,0.0882,40.2,2.3434,-0.0041,0.1135,0.1822,40,0.267,"150,138,40"
V3,MAD_2000_PC,20,Ward,4,0.0777,36.5,2.3144,-0.0058,0.1462,0.2,40,0.29,"138,82,40,68"
V3,MAD_2000_PC,20,Ward,5,0.0822,34.2,2.3394,-0.0006,0.1925,0.2498,40,0.488,"82,60,40,68,78"
V3,MAD_2000_PC,20,Ward,6,0.0865,32.7,2.263,-0.0005,0.2037,0.2897,37,0.474,"45,60,40,68,78,37"
V3,MAD_2000_PC,20,Ward,7,0.0923,30.3,2.0594,-0.0004,0.2053,0.2836,18,0.231,"60,78,40,68,27,37,18"
V3,MAD_2000_PC,20,GMM,3,0.0884,37.7,2.5433,-0.0037,0.2886,0.2934,76,0.555,"76,137,115"
V3,MAD_2000_PC,20,GMM,4,0.0828,35.4,2.4379,-0.0009,0.3633,0.3461,70,0.761,"84,82,70,92"
V3,MAD_2000_PC,20,GMM,5,0.0923,36.3,2.2416,-0.0018,0.2923,0.3408,57,0.687,"57,83,61,63,64"
V3,MAD_2000_PC,20,GMM,6,0.0765,30.4,2.2297,-0.0029,0.3486,0.4017,29,0.414,"64,60,70,44,29,61"
V3,MAD_2000_PC,20,Spectral,3,0.1297,55.1,2.2096,-0.0012,0.2754,0.3078,75,0.524,"143,75,110"
V3,MAD_2000_PC,20,Spectral,4,0.1158,47.0,2.1689,-0.0031,0.2746,0.3465,62,0.585,"106,69,91,62"
V3,MAD_2000_PC,20,Spectral,5,0.1051,38.5,2.1187,-0.0014,0.2415,0.3387,41,0.461,"78,89,73,47,41"
V3,MAD_2000_PC,20,Spectral,6,0.1104,37.1,2.1276,-0.0016,0.2514,0.3321,32,0.416,"36,77,45,32,70,68"
V3,MAD_2000_PC,20,Spectral,7,0.1007,33.7,2.0981,-0.0022,0.2151,0.3178,28,0.389,"28,42,44,65,72,36,41"
V3,MAD_3000_PC,5,KMeans,3,0.199,98.9,1.6495,-0.0018,0.2464,0.2778,78,0.578,"115,135,78"
V3,MAD_3000_PC,5,KMeans,4,0.191,89.5,1.6143,-0.003,0.3235,0.3746,66,0.564,"66,72,117,73"
V3,MAD_3000_PC,5,KMeans,5,0.1884,82.4,1.5415,-0.0025,0.2565,0.2985,55,0.679,"67,55,62,81,63"
V3,MAD_3000_PC,5,KMeans,6,0.1952,78.1,1.4266,-0.0003,0.3203,0.3598,24,0.324,"74,24,51,69,66,44"
V3,MAD_3000_PC,5,KMeans,7,0.2006,74.5,1.3269,0.0028,0.2964,0.3473,19,0.317,"41,19,51,60,50,57,50"
V3,MAD_3000_PC,5,Ward,3,0.174,81.3,1.8462,0.0002,0.1735,0.2307,72,0.465,"155,101,72"
V3,MAD_3000_PC,5,Ward,4,0.1311,68.9,1.9201,-0.003,0.236,0.2817,57,0.564,"101,98,72,57"
V3,MAD_3000_PC,5,Ward,5,0.1369,64.3,1.8563,-0.0016,0.2834,0.329,36,0.367,"65,98,72,57,36"
V3,MAD_3000_PC,5,Ward,6,0.1244,60.4,1.7381,-0.0013,0.3129,0.3876,26,0.265,"98,36,72,57,39,26"
V3,MAD_3000_PC,5,Ward,7,0.1365,57.9,1.6701,-0.0035,0.332,0.3832,26,0.361,"36,57,72,57,39,26,41"
V3,MAD_3000_PC,5,GMM,3,0.1826,87.9,1.7454,-0.0025,0.3275,0.3328,96,0.756,"105,127,96"
V3,MAD_3000_PC,5,GMM,4,0.1408,60.8,1.9072,-0.0045,0.3923,0.4078,68,0.68,"100,72,88,68"
V3,MAD_3000_PC,5,GMM,5,0.1467,61.5,1.8888,-0.0032,0.3439,0.3777,38,0.38,"65,75,38,50,100"
V3,MAD_3000_PC,5,GMM,6,0.0948,38.8,1.7658,-0.0041,0.2651,0.3348,32,0.344,"39,93,32,40,79,45"
V3,MAD_3000_PC,5,GMM,7,0.1353,53.1,1.7532,0.0005,0.2527,0.3281,20,0.317,"63,50,20,61,60,38,36"
V3,MAD_3000_PC,5,Spectral,3,0.2012,96.5,1.644,-0.0029,0.2414,0.2821,73,0.5,"73,109,146"
V3,MAD_3000_PC,5,Spectral,4,0.1699,77.2,1.5721,-0.0045,0.3361,0.3599,69,0.611,"76,69,113,70"
V3,MAD_3000_PC,5,Spectral,5,0.17,71.6,1.5827,-0.0014,0.2356,0.3176,29,0.305,"69,85,29,50,95"
V3,MAD_3000_PC,5,Spectral,6,0.1759,68.8,1.6014,0.0023,0.2388,0.3195,29,0.367,"49,47,29,64,60,79"
V3,MAD_3000_PC,5,Spectral,7,0.1725,64.4,1.5009,0.0027,0.2066,0.3122,21,0.266,"28,79,50,44,21,40,66"
V3,MAD_3000_PC,8,KMeans,3,0.1646,77.2,1.9126,-0.0017,0.258,0.2783,85,0.654,"113,85,130"
V3,MAD_3000_PC,8,KMeans,4,0.1577,68.2,1.8736,-0.0032,0.3269,0.3767,69,0.616,"75,112,72,69"
V3,MAD_3000_PC,8,KMeans,5,0.1533,61.9,1.7708,-0.0025,0.3588,0.377,58,0.763,"61,65,68,58,76"
V3,MAD_3000_PC,8,KMeans,6,0.1612,58.0,1.6728,0.0012,0.3442,0.3892,33,0.478,"60,69,66,54,33,46"
V3,MAD_3000_PC,8,KMeans,7,0.1597,54.2,1.5772,0.0012,0.3061,0.3685,21,0.328,"38,64,58,47,46,54,21"
V3,MAD_3000_PC,8,Ward,3,0.1401,63.7,2.159,-0.0046,0.1922,0.2306,75,0.472,"159,94,75"
V3,MAD_3000_PC,8,Ward,4,0.1247,55.8,1.9743,-0.0036,0.2704,0.2724,69,0.734,"94,90,75,69"
V3,MAD_3000_PC,8,Ward,5,0.1266,50.8,1.9418,-0.0018,0.2894,0.2992,29,0.322,"75,90,65,69,29"
V3,MAD_3000_PC,8,Ward,6,0.1301,48.0,1.856,-0.0021,0.2559,0.2859,29,0.322,"37,90,38,69,29,65"
V3,MAD_3000_PC,8,Ward,7,0.1296,44.4,1.7423,-0.0021,0.2541,0.2947,16,0.178,"90,29,38,69,16,65,21"
V3,MAD_3000_PC,8,GMM,3,0.1429,63.0,2.1077,-0.0039,0.2787,0.2828,81,0.591,"110,137,81"
V3,MAD_3000_PC,8,GMM,4,0.1144,42.8,2.153,-0.0011,0.4184,0.376,30,0.288,"30,102,104,92"
V3,MAD_3000_PC,8,GMM,5,0.1018,39.4,2.1235,-0.0042,0.3109,0.3229,15,0.155,"65,61,90,15,97"
V3,MAD_3000_PC,8,GMM,6,0.0748,36.4,2.0729,-0.0046,0.2234,0.3126,33,0.452,"55,63,65,39,33,73"
V3,MAD_3000_PC,8,GMM,7,0.0927,35.3,1.9398,0.0003,0.2998,0.3274,29,0.408,"64,62,35,32,29,71,35"
V3,MAD_3000_PC,8,Spectral,3,0.1662,74.1,1.9049,-0.0013,0.2611,0.3024,77,0.524,"77,104,147"
V3,MAD_3000_PC,8,Spectral,4,0.1499,64.8,1.8747,0.0001,0.2657,0.3449,63,0.578,"109,90,63,66"
V3,MAD_3000_PC,8,Spectral,5,0.1439,57.4,1.7553,0.0006,0.2607,0.3592,39,0.448,"87,69,39,49,84"
V3,MAD_3000_PC,8,Spectral,6,0.146,53.0,1.7428,-0.0011,0.2524,0.3472,30,0.33,"30,67,64,45,31,91"
V3,MAD_3000_PC,8,Spectral,7,0.1476,49.8,1.6887,-0.0002,0.2604,0.3683,21,0.253,"64,83,41,35,30,54,21"
V3,MAD_3000_PC,10,KMeans,3,0.158,70.4,1.9974,-0.0029,0.2407,0.2756,76,0.563,"117,135,76"
V3,MAD_3000_PC,10,KMeans,4,0.15,61.6,1.9724,-0.0048,0.3107,0.3734,62,0.53,"62,73,117,76"
V3,MAD_3000_PC,10,KMeans,5,0.1357,55.5,1.8825,-0.0018,0.3147,0.3447,52,0.703,"63,68,71,74,52"
V3,MAD_3000_PC,10,KMeans,6,0.1451,51.5,1.7863,-0.0018,0.3339,0.3803,35,0.493,"71,64,65,49,44,35"
